qid	query	docid	docno	rank	score
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	966	967	478	3.908571986539603
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1139	1140	479	3.8795962491884453
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	856	857	480	3.8647176222298762
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1376	1377	481	3.861017458754902
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	945	946	482	3.854781528743509
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	4	5	483	3.8280870012566446
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	19	20	484	3.818513156486992
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	996	997	485	3.815966526168263
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1007	1008	486	3.797511342778856
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	132	133	487	3.7973064108050862
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1058	1059	488	3.7973064108050862
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	500	501	489	3.790852591989823
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	594	595	490	3.7867790400322545
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	650	651	491	3.783087039346373
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	161	162	492	3.7774460710901265
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	291	292	493	3.7626197150565814
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1313	1314	494	3.7378022684654493
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	340	341	495	3.694026964201647
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1382	1383	496	3.694026964201647
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	992	993	497	3.6838360927338982
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	503	504	498	3.6811811143368387
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	993	994	499	3.6806996047238663
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1349	1350	500	3.6754839766242657
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	811	812	501	3.673308975221167
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	988	989	502	3.665984756543864
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	971	972	503	3.659173662362514
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	208	209	504	3.6590031900023803
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	571	572	505	3.6465460818531605
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	824	825	506	3.644035077303112
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1150	1151	507	3.6219317623077827
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	577	578	508	3.5879731203116516
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	521	522	509	3.579342031039831
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	902	903	510	3.571947510627545
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	336	337	511	3.5694333988322624
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	726	727	512	3.5545600076757866
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	460	461	513	3.534099842633862
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	84	85	514	3.527033315435251
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	190	191	515	3.509359537927666
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	808	809	516	3.506963834246119
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	933	934	517	3.502656739304049
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	227	228	518	3.4913659658138982
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	625	626	519	3.4823996392571033
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1096	1097	520	3.4806140548197715
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	969	970	521	3.46900977745849
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	896	897	522	3.43106521940916
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1223	1224	523	3.4240403548216762
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1330	1331	524	3.4155790372732695
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	212	213	525	3.38852090105749
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	965	966	526	3.3632382717497666
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	986	987	527	3.3252665935358783
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	119	120	528	3.320172118856879
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1131	1132	529	3.310423386437614
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	445	446	530	3.300170187319026
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	94	95	531	3.297147422915714
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	741	742	532	3.287305981562268
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1243	1244	533	3.2824789440090014
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	150	151	534	3.2799633319208654
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	798	799	535	3.2799633319208654
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1339	1340	536	3.274439870506654
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	426	427	537	3.2705582745637365
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	771	772	538	3.2645092053767297
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	892	893	539	3.2645092053767297
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	333	334	540	3.2358778973209614
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	133	134	541	3.222800907449421
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	210	211	542	3.222800907449421
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1187	1188	543	3.2123891445176
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	126	127	544	3.1979773036493375
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	570	571	545	3.192961835182399
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1290	1291	546	3.1923601273329156
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	654	655	547	3.1890359941375706
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	639	640	548	3.1744651701882223
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	480	481	549	3.1654375572798243
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	664	665	550	3.14366576789594
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1091	1092	551	3.1396781555074558
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	166	167	552	3.134103125921821
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	519	520	553	3.1067570656771832
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	125	126	554	3.092919245235409
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	157	158	555	3.085142907299303
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1296	1297	556	3.085142907299303
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	645	646	557	3.0838941889634204
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1217	1218	558	3.0817968289001145
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	743	744	559	3.072730540068527
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	507	508	560	3.070851073928541
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	82	83	561	3.0689598477889377
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1028	1029	562	3.0352297406842847
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	549	550	563	3.033133618519171
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	959	960	564	3.033133618519171
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1326	1327	565	3.033133618519171
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1352	1353	566	3.033133618519171
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	348	349	567	3.026608428708506
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1180	1181	568	3.0137154087128164
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1308	1309	569	3.008295015228407
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	96	97	570	2.990201890564031
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	236	237	571	2.9864874768703116
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	697	698	572	2.9864874768703116
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	100	101	573	2.958030348215746
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1393	1394	574	2.9479446744349778
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	997	998	575	2.9384668081998053
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	244	245	576	2.920238159763757
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1389	1390	577	2.8589472548336916
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	54	55	578	2.8495304178224634
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	786	787	579	2.8495304178224634
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	378	379	580	2.843593746186527
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	79	80	581	2.8301259400362713
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	554	555	582	2.810463308993893
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	61	62	583	2.808118780625412
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	491	492	584	2.8041218082412884
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1172	1173	585	2.78216582211968
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	293	294	586	2.7811171010070495
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	984	985	587	2.717912746532058
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	118	119	588	2.712334218023703
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	430	431	589	2.707165951517529
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1353	1354	590	2.686886429644914
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	810	811	591	2.6835431578359312
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1006	1007	592	2.671637399178389
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	322	323	593	2.647342431237752
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	437	438	594	2.647342431237752
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	695	696	595	2.6436611591874426
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	906	907	596	2.6424186520874797
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1183	1184	597	2.631927349177156
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1281	1282	598	2.6269114454983558
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	536	537	599	2.6057177060712586
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1097	1098	600	2.5836583514270957
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1350	1351	601	2.572462053653443
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1	2	602	2.5706882955354926
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	573	574	603	2.5607577793391085
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1295	1296	604	2.5607577793391085
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1280	1281	605	2.5122342325925104
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1317	1318	606	2.488343454239977
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	539	540	607	2.4492331719147087
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	266	267	608	2.424009411191152
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	472	473	609	2.415797249639772
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1365	1366	610	2.3992998951057998
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1155	1156	611	2.3867926299534554
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	156	157	612	2.375089056249893
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	634	635	613	2.351380359790871
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1252	1253	614	2.3473612977275162
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	927	928	615	2.3434405309935533
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	584	585	616	2.3145770310801734
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	494	495	617	2.29852592575634
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	999	1000	618	2.2829422639580685
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	485	486	619	2.261889397547374
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	893	894	620	2.261889397547374
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	294	295	621	2.2516811195727913
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1263	1264	622	2.228895457219358
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1160	1161	623	2.221497822882797
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	689	690	624	2.1921130235904425
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1385	1386	625	2.1673238944959485
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	86	87	626	2.149465041993758
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	972	973	627	2.135615438598497
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1210	1211	628	2.121943166332219
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1342	1343	629	2.1112310084660217
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	104	105	630	2.081956919737201
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	276	277	631	2.074385866718384
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	172	173	632	2.0724111821985662
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	415	416	633	2.053851675038876
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1245	1246	634	2.0475850706896535
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	292	293	635	2.0434498147896365
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	42	43	636	2.0309287127531164
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1194	1195	637	2.0300993242556933
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	709	710	638	2.018622730251279
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1237	1238	639	1.9942694547418658
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	579	580	640	1.982342039819495
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	483	484	641	1.9762503814941532
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1234	1235	642	1.9597953734705469
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1152	1153	643	1.9589101667603683
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	720	721	644	1.9562528603122815
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1240	1241	645	1.947400738522529
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	553	554	646	1.924782906312025
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	572	573	647	1.9136698715869052
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	942	943	648	1.9136698715869052
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	826	827	649	1.9042996566915742
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	130	131	650	1.8665459679306269
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	260	261	651	1.85997557422876
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	674	675	652	1.8591741572768177
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	793	794	653	1.8485588965338493
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	78	79	654	1.8291813575688616
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	83	84	655	1.8092121806801833
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	985	986	656	1.8091580339726818
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	756	757	657	1.802231714157501
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1302	1303	658	1.7518377316161513
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	541	542	659	1.7335131147896645
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	660	661	660	1.5190092103230992
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	574	575	661	1.505212607912402
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	23	24	662	1.4717932157029627
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	299	300	663	1.452444528439824
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	416	417	664	1.4387013962335407
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	243	244	665	1.4269194146735047
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	327	328	666	1.3038863577181503
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	1046	1047	667	1.2358238051554555
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	422	423	668	1.2312330859166045
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	363	364	669	1.1662490417787927
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	961	962	670	1.1343189352441665
234	what is the magnitude of aerodynamic damping in flexible vibration modes of a slender body of revolution characteristic of launch vehicles	88	89	671	1.068497821475606
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1070	1071	0	43.00108922326474
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1133	1134	1	33.73927228603158
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	884	885	2	30.599206553611168
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	740	741	3	30.34336374305224
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	886	887	4	29.68881869792174
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	889	890	5	29.496259003531932
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	768	769	6	29.426617779696606
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	762	763	7	27.574159032910387
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1171	1172	8	27.346735790578688
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1036	1037	9	26.27702771040655
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	739	740	10	24.81093276820794
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1125	1126	11	24.462399365259778
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1172	1173	12	23.992993122359067
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	738	739	13	23.549585054325856
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	896	897	14	23.33667957192791
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1051	1052	15	23.125613240623082
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	742	743	16	22.48042733827757
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	888	889	17	22.30045134474978
241	compressive circumferential stresses in a torispherical shell reveal the possibility of buckling under internal pressure  has anyone investigated for which ranges of shell parameters these stresses are sufficiently large to cause elastic buckling	1067	1068	18	21.96532520111818
